,NC Number,Initiation Date,Initial Failure Mode,Disposition,Lot Number,Dispositioned Quantity,Product,Client Name,,Department,Disposition Completed,Disposition in Execution,Closed Date,Disposition Completed Date,ea Cost,Cost,IFM Description,IFM Inspection,IFM Process,Created Date,Discovery/Plant Area,Root Cause,Root Cause Description,Status,Value Stream
654,NC-IL081-12836,2019-06-02 00:00:00,CFF-V-Label Verification and Barcode Verification 4,Scrap,19B32963,1300,89671,,,Quality,Yes,Yes,2019-09-05 18:55:21.997000,2019-06-19 00:00:00,41.8,54339.99999999999,BH - Bad/Missing pad print,Visual,Labeling,2019-06-02,C81,Machine Failure,Print cartridge ran out of ink.,CLOSED,Container
655,NC-IL081-13441,2019-06-20 00:00:00,CFF-V-Molding 6,Scrap,19B43663,440,8303SA,,,Quality,Yes,Yes,2019-06-26 18:55:52.103000,2019-06-26 00:00:00,30.7,13508.0,Hole Location,Visual,Molding,2019-06-20,C20,Human Error,Human Error. Task is not a documented task with human unknown.  Air to the ejector pins was turned off. The most probable cause is it occurred during an extended shutdown; technicians normally shutdown the water to eliminate sweating from the tool. It is most probable that the air valve was shutoff instead of the water.,CLOSED,Container
656,NC-IL081-13858,2019-07-03 00:00:00,CFF-D-Molding 3,Scrap,19C187846,825,WP8985,,,Quality,Yes,Yes,2019-09-17 14:50:52.960000,2019-09-16 00:00:00,1.6,1320.0,Gasket Height,Dimensional,Gasketing,2019-07-03,C74,Machine,,CLOSED,Container
657,NC-IL081-13858,2019-07-03 00:00:00,CFF-D-Molding 3,Sort,19B48563,1440,8985,,,Quality,Yes,Yes,2019-09-17 14:50:52.960000,2019-09-16 00:00:00,43.7,62928.00000000001,Gasket Height,Dimensional,Gasketing,2019-07-03,C74,Machine,,CLOSED,Container
658,NC-IL081-14077,2019-07-11 00:00:00,Broken / Damaged upon receipt,Scrap,1192-52,105000,PT00006610,"Label Graphics Co., Inc.",,Quality,Yes,Yes,2019-08-27 13:12:25.217000,2019-07-26 00:00:00,0.0,0.0,Not Found,Not Found,Not Found,2019-07-11,Incoming,Handling/Storage,Handling/Storage. Both the Carrier and Manufacturer agreed that the way the boxes were stacked on the pallet led to the damage. More detail in attached investigations.,CLOSED,
659,NC-IL081-14451,2019-07-24 00:00:00,Visual- Water in package/on tip,Scrap,00001755160010,30000,4006202,WEST PHARMACEUTICAL SERVICES INC,,Quality,Yes,Yes,2019-09-19 13:29:41.410000,2019-09-12 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-07-25,STT,PR-Undetermined,"PR-Undetermined-MEDMFGPR. Per West, a definitive root cause of the moisture observed in the bags could not be determined at the time of the investigation. The supplier stated that ""it is possible that carton 1 was packaged warm immediately after the rinse/dry cycle it can cause small amounts of condensation to form inside of the unopened bags. However, the amount of water seen in these bags is not typical.""",CLOSED,Syringe
660,NC-IL081-14451,2019-07-24 00:00:00,Visual- Water in package/on tip,Sort,00001755160010,170000,4006202,WEST PHARMACEUTICAL SERVICES INC,,Quality,Yes,Yes,2019-09-19 13:29:41.410000,2019-07-26 00:00:00,0.0,0.0,Visual- Water in package/on tip,,,2019-07-25,STT,PR-Undetermined,"PR-Undetermined-MEDMFGPR. Per West, a definitive root cause of the moisture observed in the bags could not be determined at the time of the investigation. The supplier stated that ""it is possible that carton 1 was packaged warm immediately after the rinse/dry cycle it can cause small amounts of condensation to form inside of the unopened bags. However, the amount of water seen in these bags is not typical.""",CLOSED,Syringe
661,NC-IL081-14492,2019-07-25 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Scrap,19G10663X,480,8881112083,,,Quality,Yes,Yes,2019-10-25 20:59:44.597000,2019-10-09 00:00:00,119.7,57456.0,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2019-07-25,S2R,PR-Housekeeping,Housekeeping-MEDMFGPR,CLOSED,Syringe
662,NC-IL081-14492,2019-07-25 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Sort,19G10763X,191200,8881112083,,,Quality,Yes,Yes,2019-10-25 20:59:44.597000,2019-10-09 00:00:00,119.7,22886640.0,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2019-07-25,S2R,PR-Housekeeping,Housekeeping-MEDMFGPR,CLOSED,Syringe
663,NC-IL081-14492,2019-07-25 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Sort,19G10863X,192000,8881112083,,,Quality,Yes,Yes,2019-10-25 20:59:44.597000,2019-10-09 00:00:00,119.7,22982400.0,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2019-07-25,S2R,PR-Housekeeping,Housekeeping-MEDMFGPR,CLOSED,Syringe
664,NC-IL081-14686,2019-08-01 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,4502570,42000,4502570,,,Quality,Yes,Yes,2019-09-18 19:00:42.910000,2019-09-11 00:00:00,0.1,4200.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2019-08-02,S6A,Incorrect Temperature,"Incorrect Temperature: Elevated tip temperature resulted in excess material pulling off the gate pin in the cavity, creating string flash.  Tip temperature was elevated due to fluctuations in the gate tip temperature from the DME unit. DME temperature is adjustable along with process adjustments. These parameters are not critical to quality but reference only in the validated PCR.",CLOSED,Syringe
665,NC-IL081-14713,2019-08-02 00:00:00,SFF-M-V-Broken/Damaged 1,Scrap,19G16063X,1600,8881112599,,,Quality,Yes,Yes,2019-09-23 20:07:21.163000,2019-09-23 00:00:00,58.4,93440.0,Broken or damaged product rendering it Non Functional,,,2019-08-02,S1A,Lure thread not seated on the pinion shaft,"During tool repair, the lure thread was not seated on the pinion shaft, causing it to not fully align with the rack component.",CLOSED,Syringe
666,NC-IL081-14964,2019-08-09 00:00:00,PCR out of parameter.,Scrap,19H10163X,9600,8881512878,,,Quality,Yes,Yes,2019-09-11 17:09:44.013000,2019-09-07 00:00:00,102.1,980160.0,Not Found,Not Found,Not Found,2019-08-10,S2R,Human Error,Human Error,CLOSED,Syringe
667,NC-IL081-14991,2019-08-12 00:00:00,Failure to follow Procedure,Scrap,TSTA080619,20000,3150450,,,Quality,Yes,Yes,2019-10-21 14:40:07.573000,2019-10-09 00:00:00,0.0,0.0,,Not Specified,Process,2019-08-12,S6A,PR-Training,Training-MEDMFGPR,CLOSED,
668,NC-IL081-15440,2019-08-26 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Scrap,19H15763X,13600,8881112083,,,Quality,Yes,Yes,2019-10-08 20:03:53.593000,2019-08-26 00:00:00,119.7,1627920.0,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2019-08-26,S2P,Particulate,Build up of particulate due to friction of the barrels going through the delivery tube system. In-sufficient intervals of cleaning of the delivery tubes.,CLOSED,Syringe
669,NC-IL081-15523,2019-08-28 00:00:00,Documentation Not Approved,Scrap,TSTC082319,10000,X9900,,,Quality,Yes,Yes,2019-10-31 21:06:10.403000,2019-10-22 00:00:00,0.0,0.0,Not Found,Not Found,Not Found,2019-08-28,S6D,PR-Training,Training-MEDMFGPR,CLOSED,
670,NC-IL081-15591,2019-08-30 00:00:00,SFF-M-V-Bubbles 1,Scrap,19H16163X,3600,3156001,,,Quality,Yes,Yes,2019-10-02 19:29:07.943000,2019-09-14 00:00:00,0.0,0.0,"Gas Bubbles in critical area such as barrel luer, fluid pathway, ability to create leakage or affect sterility or in barrel walls that during use may be interpreted as bubbles in the content (i.e. in medicine, etc…)",,,2019-08-30,S4A,clogged bubbler,The small cooling tubes (bubblers) in the affected cores were blocked / restricted with debris limiting their ability to affectively remove heat from the core tip.,CLOSED,Syringe
671,NC-IL081-15591,2019-08-30 00:00:00,SFF-M-V-Bubbles 1,Scrap,19H16163X,5400,3156002,,,Quality,Yes,Yes,2019-10-02 19:29:07.943000,2019-09-14 00:00:00,0.0,0.0,"Gas Bubbles in critical area such as barrel luer, fluid pathway, ability to create leakage or affect sterility or in barrel walls that during use may be interpreted as bubbles in the content (i.e. in medicine, etc…)",,,2019-08-30,S4A,clogged bubbler,The small cooling tubes (bubblers) in the affected cores were blocked / restricted with debris limiting their ability to affectively remove heat from the core tip.,CLOSED,Syringe
672,NC-IL081-15603,2019-08-31 00:00:00,CFF-F-Welding,Scrap,19G01563,9980,8506SA,,,Quality,Yes,Yes,2019-10-10 21:10:47.460000,2019-09-28 00:00:00,33.5,334330.0,Weld Strength ,Functional,Welding,2019-09-01,131,"Incomplete, improper weld","Incomplete, improper weld",CLOSED,Container
673,NC-IL081-15603,2019-08-31 00:00:00,CFF-F-Welding,Scrap,19G01763,360,WP8506,,,Quality,Yes,Yes,2019-10-10 21:10:47.460000,2019-09-28 00:00:00,7.7,2772.0,Weld Strength ,Functional,Welding,2019-09-01,131,"Incomplete, improper weld","Incomplete, improper weld",CLOSED,Container
674,NC-IL081-15632,2019-09-03 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,19H18463X,500,8881412012,,,Quality,Yes,Yes,2019-09-23 20:38:55.800000,2019-09-23 00:00:00,78.7,39350.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2019-09-03,S4A,Excessive material,"Excessive material due to shot size, clogged the stripper ring.",CLOSED,Syringe
675,NC-IL081-15726,2019-09-06 00:00:00,SFF-SA-V-Mixed Product 1,Scrap,19F19263X,8,4502570,,,Quality,Yes,Yes,2019-10-03 18:12:25.590000,2019-10-02 00:00:00,0.1,0.8,Mixed Product Type 1: Incorrect or mixed product,,,2019-09-06,S8P,Human Error,"The most probable root cause includes a process inspector leaving samples at line 8 after being pulled from line 7 for evaluation, followed by an associate using the samples as back-fill after sampling the given lot.  Furthermore, there is no procedure in place to control sample handling to help prevent mix up.",CLOSED,Syringe
676,NC-IL081-15796,2019-09-10 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,19J00363X,19500,8881412012,,,Quality,Yes,Yes,2019-10-11 12:53:12.223000,2019-10-08 00:00:00,78.7,1534650.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-09-10,S4P,Tooling/ fixture wear,"Defect resulted from wear/damage on the inner rail of the ram, creating metal burrs which scratched the barrels as they traveled down the rail.",CLOSED,Syringe
677,NC-IL081-15796,2019-09-10 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Sort,19J00463X,8500,8881412012,,,Quality,Yes,Yes,2019-10-11 12:53:12.223000,2019-10-08 00:00:00,78.7,668950.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-09-10,S4P,Tooling/ fixture wear,"Defect resulted from wear/damage on the inner rail of the ram, creating metal burrs which scratched the barrels as they traveled down the rail.",CLOSED,Syringe
678,NC-IL081-16066,2019-09-18 00:00:00,Outside Validated Parameters,Scrap,19J04563X,4000,4502570,,,Quality,Yes,Yes,2019-10-16 21:56:40.593000,2019-10-08 00:00:00,0.1,400.0,,Not Specified,Process,2019-09-18,S8A,Complex machine set-up,Machine set-up requires fine tuning,CLOSED,Syringe
679,NC-IL081-16066,2019-09-18 00:00:00,Outside Validated Parameters,Sort,19J04463X,67000,4502570,,,Quality,Yes,Yes,2019-10-16 21:56:40.593000,2019-10-08 00:00:00,0.1,6700.0,,Not Specified,Process,2019-09-18,S8A,Complex machine set-up,Machine set-up requires fine tuning,CLOSED,Syringe
680,NC-IL081-16092,2019-09-19 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,19J08163X,79200,8881512852,,,Quality,Yes,Yes,2019-10-16 13:27:28.850000,2019-10-16 00:00:00,97.7,7737840.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2019-09-19,S2B,Tool PM,,CLOSED,Syringe
681,NC-IL081-16093,2019-09-19 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,19J08163X,136800,8881512852,,,Quality,Yes,Yes,2019-10-16 12:58:26.863000,2019-10-16 00:00:00,97.7,13365360.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-09-19,S2B,Tool Wear,,CLOSED,Syringe
682,NC-IL081-16199,2019-09-22 00:00:00,SFF-SA-V-Mixed Product 1,Scrap,19J03663X,7200,3150420,,,Quality,Yes,Yes,2019-11-04 20:12:47.190000,2019-11-02 00:00:00,0.0,0.0,Mixed Product Type 1: Incorrect or mixed product,,,2019-09-22,S1A,Process/Method,Process/Method - Brute Kanban system - (Significant – The brute color management system did not clearly define how wip parts from one line to be used on another line for finished goods assembly should be managed. A change order needs to be made to better define the use of the colored brute system for this purpose. The pouch provided on the brutes was initially used when the parts were produced. The brute pouches were available for use on the brutes in question.,CLOSED,Syringe
683,NC-IL081-16199,2019-09-22 00:00:00,SFF-SA-V-Mixed Product 1,Scrap,19H09863X,4800,3150450,,,Quality,Yes,Yes,2019-11-04 20:12:47.190000,2019-11-02 00:00:00,0.0,0.0,Mixed Product Type 1: Incorrect or mixed product,,,2019-09-22,S1A,Process/Method,Process/Method - Brute Kanban system - (Significant – The brute color management system did not clearly define how wip parts from one line to be used on another line for finished goods assembly should be managed. A change order needs to be made to better define the use of the colored brute system for this purpose. The pouch provided on the brutes was initially used when the parts were produced. The brute pouches were available for use on the brutes in question.,CLOSED,Syringe
684,NC-IL081-16266,2019-09-24 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,19H26563X,13920,8881512852,,,Quality,Yes,Yes,2019-10-17 14:19:08.240000,2019-10-17 00:00:00,97.7,1359984.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-09-24,S2D,Machine Start Stop,Process tech found piece of drool plastic sticking to the gate. The drool plastic was dragging outside of the barrel part during mold opening resulted in scratch. The process control found to be running within validated limit. Most probable cause for the drool plastic is the degraded material as a result of machine stopped in alarm and sit for a while without being addressed,CLOSED,Syringe
685,NC-IL081-16267,2019-09-24 00:00:00,SFF-SA-V-Damaged Components 3,Scrap,19H26563X,34560,8881512852,,,Quality,Yes,Yes,2019-10-17 14:21:04.023000,2019-10-17 00:00:00,97.7,3376512.0,Damaged Components Type 3: Damaged product/component (functional but less than desired); Scratches/drag marks on the barrel,,,2019-09-24,S2N,Incorrect guide rail setup,Incorrect guide rail setup - Maintenance found the outside guide rail was too tight against the dial causing it to rub and make string flash like plastic peeling. Most probable cause for the guide rail being off position is infeed dial jam. The rail might get pulled when jam occurred outside of the infeed guide rail.,CLOSED,Syringe
686,NC-IL081-16428,2019-09-27 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,19J10663X,7000,4502570,,,Quality,Yes,Yes,2019-10-15 20:22:30.263000,2019-10-11 00:00:00,0.1,700.0,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2019-09-27,S8C,Manufacturing,Root Cause: Defect caused by the mold closing on a part that failed to eject resulting in a gap along the parting line and flashed parts,CLOSED,Syringe
687,NC-IL081-16429,2019-09-27 00:00:00,SFF-SA-V-Damaged Components 1,Scrap,19J10663X,12000,4502570,,,Quality,Yes,Yes,2019-10-16 22:08:34.047000,2019-10-08 00:00:00,0.1,1200.0,Damaged Components Type 1: Damaged product/components (non-functional),,,2019-09-27,S8K,Machine Failure,Machine Failure,CLOSED,Syringe
688,NC-IL081-16672,2019-10-06 00:00:00,SFF-M-V-Bubbles 1,Scrap,19J02763X,4800,8881512878,,,Quality,Yes,Yes,2019-11-12 20:39:18.957000,2019-11-12 00:00:00,102.1,490080.0,"Gas Bubbles in critical area such as barrel luer, fluid pathway, ability to create leakage or affect sterility or in barrel walls that during use may be interpreted as bubbles in the content (i.e. in medicine, etc…)",,,2019-10-06,S2D,Tooling/ fixture damaged,Damaged tooling/ fixture causing process variation Injection Molding (Significant – Injection Speed too high and vents clogged in the mold ). The observed injection speed at the time of the defect was confirmed to be within validated parameters. When the injection speed was lowered by the tech is also was confirmed to be within validated parameters. The lowering of the injection speed offsets the effect of the clogged vents.,CLOSED,Syringe
689,NC-IL081-16719,2019-10-08 00:00:00,SFF-M-V-Grease/Lint/Particulate 1,Scrap,19J02763X,72960,8881512878,,,Quality,Yes,Yes,2019-12-27 20:19:17.023000,2019-11-18 00:00:00,102.1,7449216.0,Grease/Lint/Particulate Type 1: Particulate in fluid pathway,,,2019-10-08,S3N,Mandrel hitting barrel,The in feed dial was not centered.,CLOSED,Syringe
690,NC-IL081-16985,2019-10-15 00:00:00,SFF-M-V-Shorts 1,Scrap,19K04063X,4800,8881907102,,,Quality,Yes,Yes,2020-01-13 20:19:04.670000,2020-01-13 00:00:00,62.5,300000.0,Shorts in fluid pathway or in area where Sterility is required,,,2019-10-15,S7C,Blockage,Blockage / obstruction in the gate,CLOSED,Syringe
691,NC-IL081-17050,2019-10-17 00:00:00,Out of Spec Visual Inspection (Visual Defect),Scrap,19E02463X,17000,4502570,,,Quality,Yes,Yes,2020-01-15 13:40:59.490000,2019-12-16 00:00:00,0.1,1700.0,,Visual,misc,2019-10-17,S6K,Machine Failure,Machine Failure,CLOSED,Syringe
692,NC-IL081-17392,2019-10-28 00:00:00,Out of Spec Product Functional,Scrap,19K190387,1250,WP7417P,,,Quality,Yes,Yes,2020-05-29 15:23:41.190000,2020-05-29 00:00:00,4.6,5750.0,,Functional,Molding,2019-10-28,C61,Process Not Robust,Process Not Robust,CLOSED,Container
693,NC-IL081-17618,2019-11-04 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,19K16363X,15000,4502570,,,Quality,Yes,Yes,2020-01-10 15:00:19.333000,2020-01-07 00:00:00,0.1,1500.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-11-04,S8B,Machine Failure,Machine Failure,CLOSED,Syringe
694,NC-IL081-17618,2019-11-04 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 2,Scrap,19K16263X,5000,4502570,,,Quality,Yes,Yes,2020-01-10 15:00:19.333000,2020-01-07 00:00:00,0.1,500.0,"Drag Marks/Gouges/Nicks/Scratches Type 2/3: Scratch/Drag Marks in Non-Fluid Pathway - Material removed is measureable. If the scratch/scuff/drag mark can be felt with a bare finger, it will be considered too deep.",,,2019-11-04,S8B,Machine Failure,Machine Failure,CLOSED,Syringe
695,NC-IL081-17653,2019-11-05 00:00:00,SFF-SA-V-Damaged Components 3,Scrap,19K18263X,17760,8881512878,,,Quality,Yes,Yes,2020-01-16 13:54:54.580000,2020-01-09 00:00:00,102.1,1813296.0,Damaged Components Type 3: Damaged product/component (functional but less than desired); Scratches/drag marks on the barrel,,,2019-11-05,S2B,Machine Failure,Machine Failure,CLOSED,Syringe
696,NC-IL081-17798,2019-11-07 00:00:00,SFF-M-V-Plugs/Broken Pins 2,Scrap,19G23363X,2400,1181200777,,,Quality,Yes,Yes,2019-11-12 19:49:12.147000,2019-11-12 00:00:00,67.9,162960.0,Missing pins created a plugged opening,,,2019-11-07,S8B,Tooling/ fixture damaged,"Damaged tooling/ fixture causing process variation Injection Molding (Significant – Defect occurred when the pin broke off in cavity #31E of the 58119 tool, in machine 8B, on line 8. The tool room was brought out to examine the tool. The tip snapped off when the tool closed.  The possible causes of this condition are:\n\nPlastic residue staying in the cavity when closed\nInsufficient Loctite adhesive\nMis-alignment of mold\n\nAlthough the root cause cannot be determined at this time, the evidence points to plastic residue residing in the mold. \u200bThe other tips on the mold were visually inspected for application of loctite, with no issues found. The mold was determined to be level and if the mold was not level, there would be multiple tip breakages that would have occurred. The molds are cleaned once per shift but it is possible that the area with plastic residue buildup was missed during the cleaning process.",CLOSED,Syringe
697,NC-IL081-18002,2019-11-14 00:00:00,Raw Material - Does Not Meet Functional Test Specification,Scrap,00190646,22085,RM165,,,Quality,Yes,Yes,2020-04-17 15:05:01.090000,2020-04-16 00:00:00,0.0,0.0,,Not Specified,Incoming,2019-11-14,RSN,Machine Failure,Machine Failure,CLOSED,Container
698,NC-IL081-18151,2019-11-19 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 1,Scrap,19l03463X,45000,4502570,,,Quality,Yes,Yes,2020-01-10 16:10:10.903000,2020-01-09 00:00:00,0.1,4500.0,Drag Marks/Gouges/Nicks Scratches Type 1: Material removed - Depth is measureable. Scratch inside Fluid Pathway  - No Defects Allowed (Scratches/Scuffs on the inside of the barrel are not acceptable; Drag Marks that can be felt with a bare finger are not acceptable; Drag marks extended along the entire barrel length that can be felt with a bare finger),,,2019-11-19,S6C,Damaged gate,Due to normal wear and tear the gate was damaged / worn.,CLOSED,Syringe
699,NC-IL081-18151,2019-11-19 00:00:00,SFF-M-V-Drag Marks/Gouges/Nicks Scratches 1,Scrap,19L03363X,43000,4502570,,,Quality,Yes,Yes,2020-01-10 16:10:10.903000,2020-01-09 00:00:00,0.1,4300.0,Drag Marks/Gouges/Nicks Scratches Type 1: Material removed - Depth is measureable. Scratch inside Fluid Pathway  - No Defects Allowed (Scratches/Scuffs on the inside of the barrel are not acceptable; Drag Marks that can be felt with a bare finger are not acceptable; Drag marks extended along the entire barrel length that can be felt with a bare finger),,,2019-11-19,S6C,Damaged gate,Due to normal wear and tear the gate was damaged / worn.,CLOSED,Syringe
700,NC-IL081-18418,2019-11-30 00:00:00,SFF-M-V-Burns/Gas Marks,Scrap,19L12463X,8000,4502570,,,Quality,Yes,Yes,2019-12-04 00:13:27.487000,2019-12-02 00:00:00,0.1,800.0,Gas or Burn Marks on the part that renders it cosmetically unacceptable,,,2019-11-30,S8C,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
701,NC-IL081-18422,2019-12-01 00:00:00,SFF-M-V-Flash/Gate 1,Scrap,19L12063X,9600,3150450,,,Quality,Yes,Yes,2019-12-04 00:14:34.097000,2019-12-02 00:00:00,0.0,0.0,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2019-12-01,S6C,Mold Wear or Damage,"Mold Wear or Damage -Root Cause: – Defect resulted from core deflection. Core deflection is most likely caused due to force acted upon the core and not due to the operation of the mold. The two main contributors to force upon the core are (1) increased injection pressure or (2) parts/plastic stuck in the mold gate/wear housing affecting the flow of material. This force causes a shift in the core tip to wear insert shut off which allows plastic to get behind the wear bushing. Once this occurs, the defect will remain and only proceed to get worse over time as more plastic accumulates behind the wear bushing. It is unknown at this time which of these events contributed to this defect)",CLOSED,Syringe
702,NC-IL081-18422,2019-12-01 00:00:00,SFF-M-V-Flash/Gate 1,Scrap,19L12063X,1,4502570,,,Quality,Yes,Yes,2019-12-04 00:14:34.097000,2019-12-02 00:00:00,0.1,0.1,Flash Type 1: Flash in Fluid Path (Luer Tip) exceeds 1/64” (.016”). Does not meets drawing specification,,,2019-12-01,S6C,Mold Wear or Damage,"Mold Wear or Damage -Root Cause: – Defect resulted from core deflection. Core deflection is most likely caused due to force acted upon the core and not due to the operation of the mold. The two main contributors to force upon the core are (1) increased injection pressure or (2) parts/plastic stuck in the mold gate/wear housing affecting the flow of material. This force causes a shift in the core tip to wear insert shut off which allows plastic to get behind the wear bushing. Once this occurs, the defect will remain and only proceed to get worse over time as more plastic accumulates behind the wear bushing. It is unknown at this time which of these events contributed to this defect)",CLOSED,Syringe
703,NC-IL081-18447,2019-12-02 00:00:00,SFF-M-V-Flash/Gate 3,Scrap,19L12163X,1,4502570,,,Quality,Yes,Yes,2020-01-08 19:45:35.153000,2020-01-08 00:00:00,0.1,0.1,Flash Type 3: Flash in NON-Functional Areas (including gates) exceeds 1/16” (.063”),,,2019-12-02,S6A,Wear,Injection Molding (Significant MP-1134 (6A) running 58110 mold cavity 34 has wear / damage to the roof insert/cavity block shut off surfaces. The wear damage was determined to be cavity specific and not impact the other cavities in the mold. The most likely root cause of the damage occurring is built up material in the roof insert. ),CLOSED,Syringe
704,NC-IL081-18775,2019-12-14 00:00:00,SFF-M-V-Plugs/Broken Pins 2,Scrap,19L16563X,1,8881907102,,,Quality,Yes,Yes,2020-02-21 16:42:20.037000,2020-02-19 00:00:00,62.5,62.5,Missing pins created a plugged opening,,,2019-12-14,,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
705,NC-IL081-18792,2019-12-15 00:00:00,Failed Leak Test,Scrap,19K190421,10650,WP7417P,,,Quality,Yes,Yes,2020-05-29 15:29:26.757000,2020-05-29 00:00:00,4.6,48989.99999999999,,Functional,misc,2019-12-15,C61,Process Not Robust,Process Not Robust,CLOSED,Container
706,NC-IL081-18946,2019-12-21 00:00:00,SFF-M-V-Broken/Damaged 2,Scrap,19M07063X,39000,4502570,,,Quality,Yes,Yes,2020-01-28 15:40:49.870000,2020-01-06 00:00:00,0.1,3900.0,Broken or damaged product but still Functional,,,2019-12-21,S6K,Misaligned assembly transfer,Misaligned assembly transfer,CLOSED,Syringe
707,NC-IL081-18947,2019-12-21 00:00:00,SFF-M-V-Broken/Damaged 2,Scrap,19M07863X,9600,1181200777,,,Quality,Yes,Yes,2020-02-28 19:45:54.213000,2020-01-20 00:00:00,67.9,651840.0,Broken or damaged product but still Functional,,,2019-12-22,S8D,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
708,NC-IL081-19000,2019-12-29 00:00:00,SFF-M-V-Cracking 1,Scrap,19M10963X,17000,4502570,,,Quality,Yes,Yes,2020-03-23 15:21:34.577000,2020-03-18 00:00:00,0.1,1700.0,Cracking Type 1: No Crack allowed:  leakage or loss of sterility as risk,,,2019-12-29,S6A,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
709,NC-IL081-19000,2019-12-29 00:00:00,SFF-M-V-Cracking 1,Scrap,19M10863X,17000,4502570,,,Quality,Yes,Yes,2020-03-23 15:21:34.577000,2020-03-18 00:00:00,0.1,1700.0,Cracking Type 1: No Crack allowed:  leakage or loss of sterility as risk,,,2019-12-29,S6A,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
710,NC-IL081-19003,2019-12-30 00:00:00,Out of Spec Visual Inspection (Visual Defect),Scrap,19M16963X,29000,4502570,,,Quality,Yes,Yes,2020-03-23 15:28:28.947000,2020-03-18 00:00:00,0.1,2900.0,,Visual,misc,2019-12-30,S8C,Mold Wear or Damage,Mold Wear or Damage,CLOSED,Syringe
711,NC-IL081-19026,2020-01-02 00:00:00,SFF-M-V-Contamination/Specks 1,Scrap,4502570,31000,4502570,,,Quality,Yes,Yes,2020-03-12 21:02:17.750000,2020-01-10 00:00:00,0.1,3100.0,"Contaminations/Specks Type 1:  Inclusions within the molded plastic Barrel luer, fluid pathway  or ability to affect sterility - no defects allowed regardless of size or qty.",,,2020-01-02,S8B,Burnt plastic,"Defect resulted from plastic build up on the barrel and screw which burnt upon startup of the injection molding press after being down over 24 hours. The plastic cools and adheres to the barrel and screw, the burnt plastic breaks loose as the press runs and results in speck on the parts.",CLOSED,Syringe
712,NC-IL081-19056,2020-01-03 00:00:00,PR-Parameters out of specification,Scrap,19M17263X,50000,4502570,,,Quality,Yes,Yes,2020-03-12 19:38:14.983000,2020-01-09 00:00:00,0.1,5000.0,,Not Specified,Process,2020-01-03,S6C,Human Error,Process tech lowered the back pressure in order to purge the material due to contamination. The machine screw will not move backwards at a setting of 600 when in manual mode. Once he was done purging the press he forgot to change the setting back to the validated parameters.,CLOSED,Syringe
